file_name,raw_url,yahoo_image_url
abs_image_21,https://au.myprotein.com/blog/nutrition/awkward-truth-six-pack-abs/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGzi2qYiN7wHpt25xB7VNQm8iKg8uiim5zDoclIJUcropJIxP07_HV-S-SSQMrVdt2EDRs96B58XUX0tBntkE_Su3V5GGPhvUi41zSgGbZ9ycwa0-S8m2a9Q0y4fGFDhQGlP0hhOKE0WV02xp8COfSD8pG5KoyrMAI7gVWIkYk5LOlc7mt3ODI6AwMJ4Aoiv-l1hVdNPn8GJF1JZ-hY_3Kci_iD0s5YnNGRkMAzAktz1XtjTd2Bu40V7gVYNZAyx6WozdF5aOqUSXqGdBC79Bp327HVNV55bv7DKrEqqEw3BXjPT6R0qFMrW8bMELt_zBQA==/MK-hero_1606151779_1641255964.jpg
abs_image_22,https://www.ndtv.com/entertainment/varun-dhawan-serves-fitness-motivation-with-a-side-of-six-pack-abs-3296295,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG3C9lfHaJwt3274mPfzB2lyqk2DMXrJTZZRqUa3rkmYTltYNupGCAilryOlsS1vhEh882ye0P7OYMaQIRe18A6jaXq7CvEmBQ7DIvFbxbWrtBiV7FsU21TVvmRbcJ-fR8sQPVrVLx3gXUJmLIidCwU-u29AZ03Swm8z4wLRNpxe4DZhyb9nH9M4Fkte9iWk5hX6t2ZL4kOR3t36OnM_zc13l3dlh9NqWfOKxhvlvPpra_bqS8uQRNWmC-pP7ezel5i81L3QVyxchuyc6qftSdxA6Z3XzBbBY0VEa6Cv2z2J2FNBBvNDSnhxpaTJpIQuj3g==/mamqtggg_varun_625x300_29_August_22.jpg
abs_image_23,https://www.muscleandfitness.com/workout-plan/workouts/abs-and-core-exercises/28-days-six-pack-abs-workout-program/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGzBjNrcWxAUZj9Jvy1kcFfp4AIBIX0OUShD68Rdab9149RxveRTCQBWTnue0EbUy-O4EAP_VChW2fHxSE1E8ckehKB0Ncsg-WF2dAvYZgG24esUBYJwW8ya4Ap5IuwFLCYAW-3wweR4yi77LcJnqrd2NGAkcqXLsPXCq2e6QvYy1IIH4Xk91Wb0EF1JUqe16JxVvKgoPSXHBAwJFu6oE2sqAIDhEZqJ3eK3HvI6UaYUpq5YPwmbrftXkcMePaRU3-RWClcdBPCL8jNQ_khFEpQD0p1Wm_lLONLMW1__duZ4NZZsgafJJrypbuZO41r-mm_WlBuSUUgSrifMQhd77Hy4=/Guy-Showing-Off-Abs-and-Chest.jpg
abs_image_24,https://www.apexclinic.com.tr/en/six-pack-surgery-and-price/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGyEyLQ1TdO76hohNKoF_m-FK7cvZ4A1y7DjV_ZZ4g9qN5b9UG-chcGcHJnagxcbw3SDzTuj7YL2joKcqEjo2BmXjCYunFiqfY5tJ66WQoJbdInHU7BC9LtwF2IYbVFL_U88lBV97Sf9hWzkUrnw0QBahcC1KAZX6XJPpTppXY__GDP0A9T_qO2D4BVI35_Ljsdn5-tijhvRY18nvB4dPicaTvPHUoAMEnBT9ZAGqKd1H9tkub6kNb9Jdiingznfaii5lkKoeC79uKKfXm78NhZGLO3VWxJR42sfXlrI6RjuV/six-pack-ameliyati-1.png
abs_image_25,https://healthandbeautytravel.nl/en/liposuction/six-pack-and-two-pack-surgery/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG9zfZQy1AE6KCV70taNYZPB-QaPa-L06eArazX0H3Sk-iMrpPcET_TKZuV9_pZUZtR_T0m8kcnPgSNN9exNr9iFP7CgIOvuVdwn5E3X6RhpgWd85V4qdGZ7SZOs51aeFKcUxo2Oo24Bnyot6UyI-_Avlv1Qb5yFwZwcmdqDFxvDdD62UlZ8mmWGQg4R9ZlIaGiejq2_Fp1CBG9TKUlaur0ESlhOQL9gBBQvG20GWu45Y5EuolcqXboRmyHu8tlbnmCwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199Klt6LLcYrgb_u6UmkjL7CF5YDF6GJBBokWDQxWNbIQW0mQP55b1-VEf6uYvu2AqzhB8Tyyi-nwTJrp82ywnk0p/six-pack-operatie-en-two-pack-operatie.jpg
abs_image_26,https://www.insider.com/guides/health/fitness/how-to-get-abs,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG42jSJz2DpspV-jdBzkaYFdr6vzQSOW0u_Skb1NOrOQ0P-jbpC9xtaW_p1QVG93p7ULn0IjMzP64kJqJcJHQZs-MEFK9rj0Y7LLyCqdJczYeXGj0Z3M2WZIW-mJveG3_f1YGFhH6RqTC_q1eFRk5JI0vr_6r-P8iXrCWNWBivuitAUdVXGv6EMJZpTRj9FDL6fNgfArkaNgXd_kvAF8jL9DZcmUf5a0EE66mt3rlH2sQYq_nJ-L8O7eAnbVn5N7NTQ==/60941d10f22c6b00185dca8b
abs_image_27,https://drcanesthetic.com.tr/en/six-pack-surgery/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1n0xWtbZrKqIsZeO7BGNKBmYwqfSdVa9NY83esGLjY70cW6Y8MtoHk7llzATicOpvNqQSIpsqoUMiZ0xJduk4pM9ne2hDZNqEt0aIs89BIsXkAiQXm5-tq80nFwRNJdVDJmc0R2I61hIZSiBRzUV-8yujkacz3-zhaQ-NJ_zN_sy0cgE1wElJaeNcwQ2Y2g5Iu66Kdjlwi-07ABlTRczu2AHOTfdu-xxcNf-3F5Ub7bxmcxnDcnAApqrE2xffdaRBZ6_NcK44KIvGJtFUoxWj2M9PpHSoUytbxswQu3_MFA/six-pack-ameliyati.jpg
abs_image_28,https://www.boxrox.com/abs-exercises-six-pack-that-are-better-than-sit-ups/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG5gC4blP1Q5Ri_kRbptXWkLsTeTeZAQ7vDGv17EpqLTbcxlOVs9-6ejJlPEML10CUpuaCSFn2fi1RYHiItkD3B8pG5KoyrMAI7gVWIkYk5LOlc7mt3ODI6AwMJ4Aoiv-l1hVdNPn8GJF1JZ-hY_3KcgMUOkBNfSbgLJBNhOlbzCoTN9j4-disvfvRRFB6hLbJyNa8X09Bu4CgqLguPg8BrR_74eW9rxF7p6hLsZuvVhVjPT6R0qFMrW8bMELt_zBQA==/Rich-F-and-Abs.png
abs_image_29,https://www.gq-magazine.co.uk/article/six-packs-abs-belly-fat-guyliner,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2xT6HUJPlQec3QXQwqbWWQRpQc4dtCkqikvAg5htoMoI3j-UYUiz9C349nhks2TClgWfM9IooFIhrqwFuj6wVnVsZ6T-v2JIMbjCGM4H9NFM4xXjc04V9kHVjaqMPwXKu59LnSzPxHN0d2e_rsPr3t0RxgVNCWU0kHtF_BxSdR17M8wm2RDU82vmIFN1Pv4RYVsWppXN31FUKYPTlY68-0UMdFe7X7o07KLkKqviYPiGk7Z1olRbzJnj0EY3vHGY_CwAcTWNFVtiEvTQuu38Y3Ax4NGp_720JAM-92gIBBvs_u3WLogUqXGKkJJycqPhUSxOag2CM3LRr--3mcon3yDZNRaifXhNCs_BugWVA5o/Six-Pack-GQ-31Aug16_rex_b.jpg
abs_image_30,https://www.gettyimages.co.jp/%E5%86%99%E7%9C%9F/six-pack,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG53frtpNH_GPPVEeMYZDpSygcWLUMx8_uagw3GqBuJR1JZJGL7JsVOd0lIrPxpFdPZ6G3ATjSdd0K3MBbyhdT6w2Z5puQxl_ll4Pj-qu2sdIsbEwVVvWuAlY58VJFmTbKQjsXmrKQ3PmXry8i2rq6-fPdbrR4mu9f42xA_isMl1g0cZsbxud_yRxjwbxxMSAMXckwfXl5E3N3FFfrK31L5GfzCJZ-alipTwjqmhFyqjXX56CuX2lNQMnLX4QuYJoMKxlZVU9Uz5hxp05GJ_YuneumzHDT10MAmSlAE6WgbGYaCVBdlcAhE2Ac-7S3_VZKe6w5xb3wzRj7LcHa_Cvy43RtdXDzPzMMgUrXhh7-mNVqCc4Z1W3rhaqtduBaSKLjPMFdZdiHD0_8be5eDmpMzQ3xM891WJto05mWEA_-3UeTIDYL8C6YJwtH9_hF0AX6LccXLEla99LLc9MMhYykznJpK5pjAyUDefjHTEYoinlVKFr4R1WXN1M_h-ZCEvjD0xe_qBg9iR_esbILCKeJx04gJiscJ8EPEODjEpaMIibpxk6TduD-mOLk-MSssURZrmWnhkYoHDRX1J6n_7qje1yXs7jlN5lqDjAfuj7GieH2RV-xR6AtIptG8jET0uCt3z0YRfJ0qPZFw0R8x4VGJX6CSuVOd4jtRcVX9WDdXc5hJlrp1AAn9hvVKFOw6YHUiX89Cgrq9RcNffgoSZp3JE=/E382B8E383A0E381ABE7AB8BE381A3E381A6E38184E3828BE7AD8BE88289E794B7.jpg
abs_image_31,https://www.eatthis.com/workout-for-six-pack-abs/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG3pg-_N64Lb5k2IVKqH-jFSZI5JjPyEJWXqQnQtKM2cHv9uwh47E6LNoa6X8VBscBXJdbWdzZS2qM0G5__8iZjaI1Oltl5nTVWXOFgk8MH0PJSYT3E91VBFI1Sp8iVBi-Ym9nugabha_8hcJdMpJj9EN_FnDbpRcSc5u6-z7kAEYwTKD2Bvh1DUWRdcfAg8xrMviI_Aq2JEKaeaQdv5YXmiB_0GGXnHU1dgclEeB1knOfLGb-WAst5Hz1zhmlUGE3R48TW0CY5LwgP9FU3bqfhUnfr9XvFd8UyCsHBatnpZdTVv2VyR_pyfAU9SCzjRsFflgoYPC1kMo7_ERdqAmTeY=/woman-six-pack-abs.jpg
